7727227,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075e87b,2.4.3.2_00,(1) План первого этажа,1,Лестницы,StairsType,Лестница,0,0,0.00 м³,-4700.0000,-3900.0000,0,0
7727230,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075e87e,2.4.3.2_00,(1) План первого этажа,1,Лестницы,StairsType,Лестница,0,0,0.00 м³,-4700.0000,-3900.0000,0,0
7751873,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-007648c1,2.4.3.1_01_05,0,1,Лестницы,Family Type: 5 этаж секция 1, Family: 5 этаж секция 3,5 этаж секция 1,0,3 м²,1.37 м³,0,0,0,0
7751904,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-007648e0,2.4.3.1_02_05,0,2,Лестницы,Family Type: 5 этаж секция 1, Family: 5 этаж секция 4,5 этаж секция 1,0,3 м²,1.37 м³,0,0,0,0
