7727703,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075ea57,2.4.3.1_01_00,0,1,Пандус,ElementType,Пандус 1,0,0,0,-750.0000,-500.0000,0,0
7727717,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075ea65,2.4.3.1_01_00,0,1,Пандус,ElementType,Пандус 5,0,0,0,-3530.0000,-500.0000,0,0
7727731,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075ea73,2.4.3.1_01_00,0,1,Пандус,ElementType,Пандус 6,0,0,0,-3950.0000,-500.0000,0,0
